nazwa;wojewodztwo;powiat;gmina;miejscowosc;ulica;budynek;latitude;longitude
Komenda Miejska Państwowej Straż Pożarnej w Kielcach Jednostka Ratowniczo - Gaśnicza Nr 1;ŚWIĘTOKRZYSKIE;Kielce;Kielce;Kielce;Sandomierska;81/83;50.8711151;20.6464608
Komenda Miejska Państwowej Straż Pożarnej w Kielcach Jednostka Ratowniczo - Gaśnicza Nr 4;ŚWIĘTOKRZYSKIE;kielecki;Chmielnik;Chmielnik;Przemysłowa;3;50.61385;20.76184
Komenda Miejska Państwowej Straż Pożarnej w Kielcach Jednostka Ratowniczo - Gaśnicza Nr 3;ŚWIĘTOKRZYSKIE;Kielce;Kielce;Kielce;Grunwaldzka;49;50.87503855;20.5996497790546
Ochotnicza Straż Pożarna w Samsonowie;ŚWIĘTOKRZYSKIE;kielecki;Zagnańsk;Samsonów;;31;50.99103185;20.616199775604123
Komenda Miejska Państwowej Straż Pożarnej w Kielcach Jednostka Ratowniczo - Gaśnicza Nr 2;ŚWIĘTOKRZYSKIE;Kielce;Kielce;Kielce;Robotnicza;18;50.88817245;20.623965143947586
Ochotnicza Straż Pożarna  Olszówka;WIELKOPOLSKIE;kolski;Olszówka;Olszówka;;19;51.152516;19.0285659
Ochotnicza Straż Pożarna Drzewce;WIELKOPOLSKIE;kolski;Olszówka;Drzewce;;38;52.2676;18.54987
Ochotnicza Straż Pożarna  Grzegorzew;WIELKOPOLSKIE;kolski;Grzegorzew;Grzegorzew;Kolska;2;52.20161;18.73299
Komenda Powiatowa Państwowej Straży Pożarnej w Krotoszynie;WIELKOPOLSKIE;krotoszyński;Krotoszyn;Krotoszyn;Mickiewicza;29;51.6995729;17.434967
Ochotnicza Straż Pożarna w Czarnym Sadzie;WIELKOPOLSKIE;krotoszyński;Koźmin Wielkopolski;Czarny Sad;;16;51.7959911;17.4507248
Ochotnicza Straż Pożarna w Koźminie Wielkopolskim;WIELKOPOLSKIE;krotoszyński;Koźmin Wielkopolski;Koźmin Wielkopolski;Floriańska;23;51.8267016;17.457741703529745
Ochotnicza Straż Pożarna we Włynkowie;POMORSKIE;słupski;Słupsk;Włynkowo;;12C;54.5153562;17.0103861
Ochotnicza Straż Pożarna w Damnicy;POMORSKIE;słupski;Damnica;Damnica;Wincentego Witosa;3C;54.5018021;17.2754238
Ochotnicza Straż Pożarna w Krotoszynie;WIELKOPOLSKIE;krotoszyński;Krotoszyn;Krotoszyn;Mickiewicza;29;51.6995729;17.434967
Ochotnicza Straż Pożarna w Rozdrażewie;WIELKOPOLSKIE;krotoszyński;Rozdrażew;Rozdrażew;Przemysłowa;18;51.78045365;17.49924844735796
Ochotnicza Straż Pożarna w Sulmierzycach;WIELKOPOLSKIE;krotoszyński;Sulmierzyce;Sulmierzyce;Starokościelna;3;51.60524085;17.52657251574434
Ochotnicza Straż Pożarna w Kobylinie;WIELKOPOLSKIE;krotoszyński;Kobylin;Kobylin;Krobska;19;51.7155814;17.2244464
Ochotnicza Straż Pożarna w Dębnicy Kaszubskiej;POMORSKIE;słupski;Dębnica Kaszubska;Dębnica Kaszubska;Leśna;3;54.3684728;17.164554
Komenda Powiatowa Państwowej Straży Pożarnej w Międzychodzie;WIELKOPOLSKIE;międzychodzki;Międzychód;Międzychód;Zewnętrzna;4;52.604068850000004;15.900666442055892
Ochotnicza Straż Pożarna w Chrzypsku Wielkim;WIELKOPOLSKIE;międzychodzki;Chrzypsko Wielkie;Chrzypsko Wielkie;Główna;22;52.62667155;16.221420996546584
Ochotnicza Straż Pożarna w Sierakowie;WIELKOPOLSKIE;międzychodzki;Sieraków;Sieraków;8 Stycznia;30a;52.6516341;16.0768263
Ochotnicza Straż Pożarna w Chorzępowie;WIELKOPOLSKIE;międzychodzki;Sieraków;Chorzępowo;;27;52.6390587;15.9955799
Ochotnicza Straż Pożarna w Kaczlinie;WIELKOPOLSKIE;międzychodzki;Sieraków;Kaczlin;;12;52.6618461;16.1630235
Ochotnicza Straż Pożarna w Kwilczu;WIELKOPOLSKIE;międzychodzki;Kwilcz;Kwilcz;Kardynała Stefana Wyszyńskiego;21;52.5516719;16.084300125912108
Ochotnicza Straż Pożarna w Główczycach;POMORSKIE;słupski;Główczyce;Główczyce;Słupska;17;54.61573275;17.36498706756484
Ochotnicza Straż Pożarna w Kurnatowicach;WIELKOPOLSKIE;międzychodzki;Kwilcz;Kurnatowice;;8a;52.58583;16.0679
Ochotnicza Straż Pożarna w Luboszu;WIELKOPOLSKIE;międzychodzki;Kwilcz;Lubosz;Sportowa;1;52.52919;16.18116
Ochotnicza Straż Pożarna w Motarzynie;POMORSKIE;słupski;Dębnica Kaszubska;Motarzyno;;72;54.3232247;17.3319972
Ochotnicza Straż Pożarna w Kamionnej;WIELKOPOLSKIE;międzychodzki;Międzychód;Kamionna;Morwowa;1;52.56604;15.95658
Ochotnicza Straż Pożarna w Łowyniu;WIELKOPOLSKIE;międzychodzki;Międzychód;Łowyń;Krótka;2;52.502272000000005;15.908625073325942
RATOWNICTWO WODNE RZECZPOSPOLITEJ Oddział w Poznaniu;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;Poznań;Romana Dmowskiego;37;52.3905536;16.8999469
Rejonowe Wodne Ochotnicze Pogotowie Ratunkowe w Lesznie;WIELKOPOLSKIE;Leszno;Leszno;Leszno;Strzelecka;7;51.8324641;16.5835028
Fundacja Wodna Służba Ratownicza;DOLNOŚLĄSKIE;Wrocław;Wrocław-Psie Pole;Wrocław;Kleczkowska;50;51.1268217;17.0265779474796
Ochotnicza Straż Pożarna w Potęgowie;POMORSKIE;słupski;Potęgowo;Potęgowo;Pocztowa;2;54.4846;17.48491
Ochotnicza Straż Pożarna w Bolewicach;WIELKOPOLSKIE;nowotomyski;Miedzichowo;Bolewice;Sportowa;33;52.396530150000004;16.120646467906788
Ochotnicza Straż Pożarna w Borui Kościelnej;WIELKOPOLSKIE;nowotomyski;Nowy Tomyśl;Boruja Kościelna;Wolsztyńska;3;52.26702;16.13391
Ochotnicza Straż Pożarna w Kusowie;POMORSKIE;słupski;Słupsk;Kusowo;Kusowo;29A;53.2380896;18.1477736
Ochotnicza Straż Pożarna w Bukowcu;WIELKOPOLSKIE;nowotomyski;Nowy Tomyśl;Bukowiec;Sątopska;3;52.2953482;16.2451803
Ochotnicza Straż Pożarna w Kuślinie;WIELKOPOLSKIE;nowotomyski;Kuślin;Kuślin;Emilii Sczanieckiej;13;52.36291;16.31628
Ochotnicza Straż Pożarna w Lwówku;WIELKOPOLSKIE;nowotomyski;Lwówek;Lwówek;Parkowa;3;52.4489389;16.186016210642
Ochotnicza Straż Pożarna w Miedzichowie;WIELKOPOLSKIE;nowotomyski;Miedzichowo;Miedzichowo;Poznańska;10;52.374533150000005;15.953096787901035
Ochotnicza Straż Pożarna w Opalenicy;WIELKOPOLSKIE;nowotomyski;Opalenica;Opalenica;Młyńska;61;52.3037452;16.4075848
Ochotnicza Straż Pożarna w Zbąszyniu;WIELKOPOLSKIE;nowotomyski;Zbąszyń;Zbąszyń;Targowisko;3;52.2523148;15.9246624
Ochotnicza Straż Pożarna w Chrośnicy;WIELKOPOLSKIE;nowotomyski;Zbąszyń;Chrośnica;;92B;52.26914;16.00031
Ochotnicza Straż Pożarna w Łupawie;POMORSKIE;słupski;Potęgowo;Łupawa;;19A;54.41798775;17.415306780139588
Komenda Powiatowa Państwowej Straży Pożarnej w Ostrzeszowie;WIELKOPOLSKIE;ostrzeszowski;Ostrzeszów;Ostrzeszów;Sportowa;9;51.42390705;17.93552399160574
Ochotnicza Straż Pożarna w Kobylej Górze;WIELKOPOLSKIE;ostrzeszowski;Kobyla Góra;Kobyla Góra;Plac Wiosny Ludów;2;51.3789993;17.8376949
Ochotnicza Straż Pożarna w Mielcuchach;WIELKOPOLSKIE;ostrzeszowski;Czajków;Mielcuchy;;44;51.46040965;18.325432568068827
Ochotnicza Straż Pożarna w Biesowicach;POMORSKIE;słupski;Kępice;Biesowice;;8;54.19138;16.87542
Ochotnicza Straż Pożarna w Czajkowie;WIELKOPOLSKIE;ostrzeszowski;Czajków;Czajków;;31;51.8127421;18.0666418
Ochotnicza Straż Pożarna w Mikstacie;WIELKOPOLSKIE;ostrzeszowski;Mikstat;Mikstat;Chopina;1;51.531193;17.9698928
Ochotnicza Straż Pożarna w Kaliszkowicach Kaliskich;WIELKOPOLSKIE;ostrzeszowski;Mikstat;Kaliszkowice Kaliskie;;13;51.5342341;18.0509069
Ochotnicza Straż Pożarna w Grabowie nad Prosną;WIELKOPOLSKIE;ostrzeszowski;Grabów nad Prosną;Grabów nad Prosną;Kolejowa;3;51.5082207;18.1148898
Ochotnicza Straż Pożarna w Bukownicy;WIELKOPOLSKIE;ostrzeszowski;Grabów nad Prosną;Bukownica;;11B;51.2280556;20.9313889
Ochotnicza Straż Pożarna w Ostrzeszowie;WIELKOPOLSKIE;ostrzeszowski;Ostrzeszów;Ostrzeszów;Sportowa;9;51.42390705;17.93552399160574
Ochotnicza Straż Pożarna w Doruchowie;WIELKOPOLSKIE;ostrzeszowski;Doruchów;Doruchów;Sportowa;3;51.418397049999996;18.07705987296098
Ochotnicza Straż Pożarna w Kraszewicach;WIELKOPOLSKIE;ostrzeszowski;Kraszewice;Kraszewice;Wieluńska;47;51.514720350000005;18.22750119882722
Ochotnicza Straż Pożarna w Głuszynie;WIELKOPOLSKIE;ostrzeszowski;Kraszewice;Głuszyna;;25;51.54876;20.65365
Ochotnicza Straż Pożarna w Sierakowie;POMORSKIE;słupski;Kobylnica;Sierakowo Słupskie;;22;54.38663;16.97442
Ochotnicza Straż Pożarna w Kępicach;POMORSKIE;słupski;Kępice;Kępice;Składowa;2B;54.2458822;16.8901597
Ochotnicza Straż Pożarna w Korzybiu;POMORSKIE;słupski;Kępice;Korzybie;Dworcowa;11;54.29775;16.87683
Ochotnicza Straż Pożarna w Woli Dalszej;PODKARPACKIE;łańcucki;Białobrzegi;Wola Dalsza;;143;50.107397;22.26391
Ochotnicza Straż Pożarna w Sycewicach;POMORSKIE;słupski;Kobylnica;Sycewice;Pocztowa;1;54.42169;16.86462
Ochotnicza Straż Pożarna we Wrzącej;POMORSKIE;słupski;Kobylnica;Wrząca;;53;52.01909;18.39928
Ochotnicza Straż Pożarna w Smołdzinie;POMORSKIE;słupski;Smołdzino;Smołdzino;Bohaterów Warszawy;7A;54.66289;17.21345
Ochotnicza Straż Pożarna w Objeździe;POMORSKIE;słupski;Ustka;Objazda;;34A;54.61046;17.03877
Ochotnicza Straż Pożarna  w Sompolnie;WIELKOPOLSKIE;koniński;Sompolno;Sompolno;Kaliska;10;52.3873311;18.501226076246446
Ochotnicza Straż Pożarna w Rowach;POMORSKIE;słupski;Ustka;Rowy;Kościelna;3;54.6646838;17.0527639
Ochotnicza Straż Pożarna w Zaleskich;POMORSKIE;słupski;Ustka;Zaleskie;;49;54.519;16.76448
Ochotnicza Straż Pożarna w Ślesinie;WIELKOPOLSKIE;koniński;Ślesin;Ślesin;Powstańców Wielkopolskich;34;52.3700341;18.30263368099541
Ochotnicza Straż Pożarna w Gardnie Wielkiej;POMORSKIE;słupski;Smołdzino;Gardna Mała;;29;54.635;17.15834
Jednostka Ratowniczo - Gaśnicza Nr 1 w Słupsku;POMORSKIE;Słupsk;Słupsk;Słupsk;Rynek Rybacki;2;54.4644917;17.0351324
Ciechanowskie Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;ciechanowski;Ciechanów;Ciechanów;17 Stycznia;60 B;52.8840065;20.6013819
Rejonowe Płockie Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;Płock;Płock;Płock;Wyszogrodzka;1a;52.5397676;19.7093523
Żyrardowskie Powiatowe Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;żyrardowski;Żyrardów;Żyrardów;Rotmistrza Witolda Pileckiego;25/27;52.0681349;20.4461695
Piaseczyńskie Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;piaseczyński;Piaseczno;Piaseczno;Sikorskiego;20;52.07949085;21.01843751100705
Powiatowe Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;białobrzeski;Białobrzegi;Białobrzegi;Krakowska;2;51.6570799;20.950683599999998
Wodne Ochotnicze Pogotowie Ratunkowe w Radomiu;MAZOWIECKIE;Radom;Radom;Radom;FILTROWA;4;51.4054845;21.168299
Nowodworskie Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;nowodworski;Nowy Dwór Mazowiecki;Nowy Dwór Mazowiecki;Sukienna;14;52.4336215;20.7212039
Jednostka Ratowniczo - Gaśnicza Nr 2 w Słupsku;POMORSKIE;Słupsk;Słupsk;Słupsk;Towarowa;9C;54.4655125;17.014145142905406
Nadnarwiańskie Wodne Ochotnicze Pogotowie Ratunkowe;MAZOWIECKIE;pułtuski;Pułtusk;Pułtusk;Adama Mickiewicza;35 A;52.7029319;21.0679618
Ochotnicza Straż Pożarna w Licheniu Starym;WIELKOPOLSKIE;koniński;Ślesin;Licheń Stary;Konińska;46;52.3156863;18.3539655
Jednostka Ratowniczo - Gaśnicza Nr 3 w Ustce;POMORSKIE;słupski;Ustka;Ustka;Darłowska;2A;54.5795289;16.856171752885455
Ochotnicza Straż Pożarna w Wilczynie;WIELKOPOLSKIE;koniński;Wilczyn;Wilczogóra;700-lecia;5;52.478377;18.1662986
Ochotnicza Straż Pożarna  w Golinie;WIELKOPOLSKIE;koniński;Golina;Golina;Plac Kazimierza Wielkiego;2;52.2429399;18.0974587
Ochotnicza Straż Pożarna  w Przyjmie;WIELKOPOLSKIE;koniński;Golina;Przyjma;;124;52.281363;18.0619092
Ochotnicza Straż Pożarna w Kazimierzu Biskupim;WIELKOPOLSKIE;koniński;Kazimierz Biskupi;Kazimierz Biskupi;Plac Wolności;22;52.3132218;18.1676381
Ochotnicza Straż Pożarna w Dobrosołowie;WIELKOPOLSKIE;koniński;Kazimierz Biskupi;Dobrosołowo Drugie;;63;52.3428598;18.0787952
Ochotnicza Straż Pożarna w Koninie - Chorzeń;WIELKOPOLSKIE;Konin;Konin;Konin;Poznańska;69;52.230659700000004;18.221927200000003
Ochotnicza Straż Pożarna w Kleczewie;WIELKOPOLSKIE;koniński;Kleczew;Kleczew;Strażacka;2;52.36977255;18.178670454671817
Ochotnicza Straż Pożarna w Budzisławie Kościelnym;WIELKOPOLSKIE;koniński;Kleczew;Budzisław Kościelny;Kleczewska;19;52.4322662;18.09053999931634
Ochotnicza Straż Pożarna w Kramsku;WIELKOPOLSKIE;koniński;Kramsk;Kramsk;Rynek;1;52.26558;18.42756
Ochotnicza Straż Pożarna w Skulsku;WIELKOPOLSKIE;koniński;Skulsk;Skulsk;Włocławska;12;52.48159;18.33266
Ochotnicza Straż Pożarna w Wierzbinku;WIELKOPOLSKIE;koniński;Wierzbinek;Wierzbinek;;65A;52.4456388;18.5076904
Związek Harcerstwa Polskiego Chorągiew Kielecka Hufiec Ostrowiec - Harcerskie Centrum Pierwszej Pomocy;ŚWIĘTOKRZYSKIE;ostrowiecki;Ostrowiec Świętokrzyski;Ostrowiec Świętokrzyski;Polna;56;50.94519525;21.38233460121247
Grupa Ratownictwa Polskiego Czerownego Krzyża w Kielcach;ŚWIĘTOKRZYSKIE;Kielce;Kielce;Kielce;Henryka Sienkiewicza;68;50.8732687;20.6217787
Grupa Ratownictwa Polskiego Czerwonego Krzyża Ostrowiec Świętokrzyski;ŚWIĘTOKRZYSKIE;ostrowiecki;Ostrowiec Świętokrzyski;Ostrowiec Świętokrzyski;Stodolna;30;50.940968;21.3882432
Grupa Ratownictwa Polskiego Czerwonego Krzyża w Sandomierzu;ŚWIĘTOKRZYSKIE;sandomierski;Sandomierz;Sandomierz;Mariacka;1;50.67863235;21.750312956603175
WOPR Województwa Opolskiego;OPOLSKIE;Opole;Opole;Opole;Małopolska;3;50.6707066;17.9524263
ODRZAŃSKIE RATOWNICTWO SPECJALISTYCZNE;OPOLSKIE;Opole;Opole;Opole;Krapkowicka;8a;50.662744;17.907048820952934
OCHOTNICZA STRAŻ POŻARNA ODDZIAŁ RATOWNICTWA WODNEGO KOŹLE;OPOLSKIE;kędzierzyńsko-kozielski;Kędzierzyn-Koźle;Kędzierzyn-Koźle;Wyspa;22c;50.33603145;18.150481081873266
OSP Nowy Wiśnicz;MAŁOPOLSKIE;bocheński;Nowy Wiśnicz;Nowy Wiśnicz;Kazimierza Wielkiego;6;49.9138198;20.461227846831683
OSP Królówka;MAŁOPOLSKIE;bocheński;Nowy Wiśnicz;Królówka;;315;49.8793309;20.41857128362726
Multi Grupa Tomasz Jarocki;DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Smolec;;18;51.0747049;16.8839452
OSP Bogucice;MAŁOPOLSKIE;bocheński;Bochnia;Bogucice;;95;50.0567593;20.4990752
OSP Łapanów;MAŁOPOLSKIE;bocheński;Łapanów;Łapanów;;34;49.86523175;20.291045844312187
OSP Tarnawa;MAŁOPOLSKIE;bocheński;Łapanów;Tarnawa;;33;49.79023;18.74516
OSP Żegocina;MAŁOPOLSKIE;bocheński;Żegocina;Żegocina;;378;49.8041261;20.417899
Komenda Powiatowa Państwowej Straży Pożarnej w Sztumie;POMORSKIE;sztumski;Sztum;Sztum;Sienkiewicza;27;53.9279046;19.0279555
JRG Myślenice;MAŁOPOLSKIE;myślenicki;Myślenice;Myślenice;Przemysłowa;9;49.8315351;19.9530848
Ochotnicza Straż Pożarna w Szropach;POMORSKIE;sztumski;Stary Targ;Szropy;;55;53.986938;19.1549596
Ochotnicza Straż Pożarna w Bukowie;POMORSKIE;sztumski;Stary Targ;Bukowo;;9;53.9560129;19.2205765
Ochotnicza Straż Pożarna w Gościszewie;POMORSKIE;sztumski;Sztum;Gościszewo;;71a;53.98740345;19.000846861468634
OSP Lipnica Murowana;MAŁOPOLSKIE;bocheński;Lipnica Murowana;Lipnica Murowana;;83;49.857603;20.5242214
Ochotnicza Straż Pożarna w Postolinie;POMORSKIE;sztumski;Sztum;Postolin;;15a;51.4767;17.23508
Ochotnicza Straż Pożarna w Żuławce Sztumskiej;POMORSKIE;sztumski;Dzierzgoń;Żuławka Sztumska;;30;54.01371;19.24507
Ochotnicza Straż Pożarna w Dzierzgoniu;POMORSKIE;sztumski;Dzierzgoń;Dzierzgoń;Krzywa;12;53.92228;19.34819
Ochotnicza Straż Pożarna w Myślicach;POMORSKIE;sztumski;Stary Dzierzgoń;Myślice;;29;53.9146217;19.5020525
Ochotnicza Straż Pożarna w Mikołajkach Pomorskich;POMORSKIE;sztumski;Mikołajki Pomorskie;Mikołajki Pomorskie;Szreibera;14;53.85496;19.16186
Ochotnicza Straż Pożarna w Starym Dzierzgoniu;POMORSKIE;sztumski;Stary Dzierzgoń;Stary Dzierzgoń;;10a;53.8447069;19.3962545
OSP Czasław;MAŁOPOLSKIE;myślenicki;Raciechowice;Czasław;;54;49.8359799;20.1083647
OSP Trzciana;MAŁOPOLSKIE;bocheński;Trzciana;Trzciana;;316;50.3031752;21.3405157
OSP Dąbie;MAŁOPOLSKIE;myślenicki;Raciechowice;Dąbie;;17;50.416861299999994;19.12634718127247
OSP Rzezawa;MAŁOPOLSKIE;bocheński;Rzezawa;Rzezawa;Kościelna;8;49.989574950000005;20.512816193448415
OSP Kamionna;MAŁOPOLSKIE;bocheński;Trzciana;Kamionna;;188;52.5962872;20.9085677
OSP Borzęcin Górny;MAŁOPOLSKIE;brzeski;Borzęcin;Borzęcin;;563a;50.0665045;20.7067447
OSP Dobczyce;MAŁOPOLSKIE;myślenicki;Dobczyce;Dobczyce;Rynek;27;49.8801393;20.0904858
OSP Droginia;MAŁOPOLSKIE;myślenicki;Myślenice;Droginia;;289;49.8485671;20.0068262
OSP Głogoczów;MAŁOPOLSKIE;myślenicki;Myślenice;Głogoczów;;406;49.8961114;19.8761039
JRG Miechów;MAŁOPOLSKIE;miechowski;Miechów;Miechów;Racławicka;20;50.3558096;20.039753772086662
OSP Gruszów;MAŁOPOLSKIE;myślenicki;Raciechowice;Gruszów;;2;50.8859924;16.55506891969697
OSP Harbutowice;MAŁOPOLSKIE;myślenicki;Sułkowice;Harbutowice;;446;49.7772844;18.8072391
OSP Siedlec;MAŁOPOLSKIE;bocheński;Bochnia;Siedlec;;148;49.9584232;20.3352983
OSP Kornatka;MAŁOPOLSKIE;myślenicki;Dobczyce;Kornatka;;312;49.8464134;20.0791074
OSP Krzczonów;MAŁOPOLSKIE;myślenicki;Tokarnia;Krzczonów;;570;49.7377027;19.926466
OSP Bukowska Wola;MAŁOPOLSKIE;miechowski;Miechów;Bukowska Wola;;46;50.35762604999999;20.081669122546348
OSP Krzesławice;MAŁOPOLSKIE;myślenicki;Raciechowice;Krzesławice;;177;49.810171;20.1937582
OSP Charsznica;MAŁOPOLSKIE;miechowski;Charsznica;Miechów-Charsznica;Kolejowa;20;50.3951366;19.946073805457253
Ochotnicza Straż Pożarna w Makowie Podhalańskim Dolnym;MAŁOPOLSKIE;suski;Maków Podhalański;Maków Podhalański;;238;49.7298971;19.6768803
OSP Falniów;MAŁOPOLSKIE;miechowski;Miechów;Falniów;;56;50.360467;19.9711471
OSP Kalina Wielka;MAŁOPOLSKIE;miechowski;Słaboszów;Kalina Wielka;;54;50.383642;20.1592483
OSP Krzywaczka;MAŁOPOLSKIE;myślenicki;Sułkowice;Krzywaczka;;485;49.8929983;19.831042878374532
JRG Sucha Beskidzka;MAŁOPOLSKIE;suski;Sucha Beskidzka;Sucha Beskidzka;Makowska;26;49.7349856;19.6192396
OSP Czchów;MAŁOPOLSKIE;brzeski;Czchów;Czchów;Szkolna;3;49.8345456;20.6742716
OSP Dębno;MAŁOPOLSKIE;brzeski;Dębno;Dębno;;260;49.9556827;20.71634975
OSP Lubień;MAŁOPOLSKIE;myślenicki;Lubień;Lubień;;34;51.2761025;19.7786976
OSP Gnojnik;MAŁOPOLSKIE;brzeski;Gnojnik;Gnojnik;;430;49.8952167;20.6068754
OSP Białka;MAŁOPOLSKIE;suski;Maków Podhalański;Białka;;-;49.3366677;20.1340425
OSP Jadowniki;MAŁOPOLSKIE;brzeski;Brzesko;Jadowniki;Krakowska;100;49.9683857;20.6432893
OSP Łyczanka;MAŁOPOLSKIE;myślenicki;Siepraw;Łyczanka;Ogrodowa;16;49.9184252;19.9884192
Komenda Powiatowa Policji w Lubartowie;LUBELSKIE;lubartowski;Lubartów;Lubartów;Lubelska;57A;51.4564649;22.6101141
OSP Łoniowa;MAŁOPOLSKIE;brzeski;Dębno;Łoniowa;;42;49.9118619;20.6976475
OSP Bieńkówka;MAŁOPOLSKIE;suski;Budzów;Bieńkówka;;523;53.30867;18.34322
OSP Stanisławice;MAŁOPOLSKIE;bocheński;Bochnia;Stanisławice;;346;49.9898431;20.3540457
OSP Porąbka Iwkowska;MAŁOPOLSKIE;brzeski;Iwkowa;Porąbka Iwkowska;;73;49.79725;20.59823
OSP Drwinia;MAŁOPOLSKIE;bocheński;Drwinia;Drwinia;;199;50.09764225;20.441400208009853
OSP Myślenice Dolne Przedmieście;MAŁOPOLSKIE;myślenicki;Myślenice;Myślenice;Kazimierza Wielkiego;114;49.8409539;19.955945063297097
OSP Budzów;MAŁOPOLSKIE;suski;Budzów;Budzów;;452;50.5821639;16.6940219
OSP Bystra;MAŁOPOLSKIE;suski;Bystra-Sidzina;Bystra Podhalańska;;373;49.64593;19.78035892485218
OSP Grzechynia;MAŁOPOLSKIE;suski;Maków Podhalański;Grzechynia;;539a;49.7164684;19.6622975
OSP Pcim;MAŁOPOLSKIE;myślenicki;Pcim;Pcim;;1195;49.750938950000005;19.969983008364494
OSP Szczepanów;MAŁOPOLSKIE;brzeski;Brzesko;Szczepanów;Rynek Szczepanowski;23;50.0058867;20.6500022
OSP Jordanów;MAŁOPOLSKIE;suski;Jordanów;Jordanów;Mickiewicza;1;49.64914;19.8281
OSP Szczurowa;MAŁOPOLSKIE;brzeski;Szczurowa;Szczurowa;Rynek;4;50.12187725;20.636700847994813
OSP Tymowa;MAŁOPOLSKIE;brzeski;Czchów;Tymowa;;336;49.851574;20.6228047
OSP Uszew;MAŁOPOLSKIE;brzeski;Gnojnik;Uszew;;393;49.9179239;20.5991685
OSP Uście Solne;MAŁOPOLSKIE;brzeski;Szczurowa;Uście Solne;;216;50.123409550000005;20.513260355804302
OSP Zaborów;MAŁOPOLSKIE;brzeski;Szczurowa;Zaborów;;29;51.7822373;20.9063744
Komenda Powiatowa Państwowej Straży Pożarnej w Kwidzynie;POMORSKIE;kwidzyński;Kwidzyn;Kwidzyn;Sportowa;3;53.72230465;18.935434717856047
OSP Krzeszów;MAŁOPOLSKIE;suski;Stryszawa;Krzeszów;;82b;49.758416499999996;19.487862950000004
OSP Kuków;MAŁOPOLSKIE;suski;Stryszawa;Kuków;;151;49.7309766;19.4878324
OSP Radgoszcz;MAŁOPOLSKIE;dąbrowski;Radgoszcz;Radgoszcz;Wincentego Witosa;24;50.2099025;21.1110438
OSP Kurów;MAŁOPOLSKIE;suski;Stryszawa;Kurów;;192;49.9467298;20.4504917901766
Grupa Regionalna GOPR Grupa Podhalańska;MAŁOPOLSKIE;nowotarski;Rabka-Zdrój;Rabka-Zdrój;al. Tysiąclecia;1;49.6067259;19.9727966
OSP Leszczyna;MAŁOPOLSKIE;bocheński;Trzciana;Leszczyna;;153;52.8840604;20.3519572
Ochotnicza Straż Pożarna w Sypanicy;POMORSKIE;kwidzyński;Prabuty;Sypanica;;36B;53.7886986;19.1488781
OSP Poręba;MAŁOPOLSKIE;myślenicki;Myślenice;Poręba;;262;50.8933333;21.3669444
OSP Smęgorzów;MAŁOPOLSKIE;dąbrowski;Dąbrowa Tarnowska;Smęgorzów;;325;50.22602095;20.998362501289197
OSP Wola Drwińska;MAŁOPOLSKIE;bocheński;Drwinia;Wola Drwińska;;77;50.0980818;20.4681888
OSP Poznachowice Dolne;MAŁOPOLSKIE;myślenicki;Wiśniowa;Poznachowice Dolne;;104;49.8136044;20.117141670422534
OSP Zalipie;MAŁOPOLSKIE;dąbrowski;Olesno;Zalipie;;4a;51.19664285;16.981590383979572
OSP Szczucin;MAŁOPOLSKIE;dąbrowski;Szczucin;Szczucin;Kościuszki;32;50.314092349999996;21.076311576742285
OSP Maków Podhalański Centrum;MAŁOPOLSKIE;suski;Maków Podhalański;Maków Podhalański;Kościuszki;2;49.729927849999996;19.680327669219196
OSP Naprawa;MAŁOPOLSKIE;suski;Jordanów;Naprawa;;-;49.6642;19.87617
OSP Raciechowice;MAŁOPOLSKIE;myślenicki;Raciechowice;Raciechowice;;139;49.8448681;20.1371442
OSP Osielec;MAŁOPOLSKIE;suski;Jordanów;Osielec;;-;49.6716358;19.7668341
OSP Siepraw;MAŁOPOLSKIE;myślenicki;Siepraw;Siepraw;Jana Pawła II;96;49.9059653;19.9741
OSP Sieraków;MAŁOPOLSKIE;myślenicki;Dobczyce;Sieraków;;170;50.7480251;19.4879697789823
JRG Dąbrowa Tarnowska;MAŁOPOLSKIE;dąbrowski;Dąbrowa Tarnowska;Dąbrowa Tarnowska;Żabieńska;20;50.166007;20.9782781
OSP Książ Wielki;MAŁOPOLSKIE;miechowski;Książ Wielki;Książ Wielki;Jana Śniadeckiego;9A;50.44271915;20.14351863834927
OSP Sułkowice;MAŁOPOLSKIE;myślenicki;Sułkowice;Sułkowice;11 Listopada;29;49.8382536;19.7989093
OSP Nieszków;MAŁOPOLSKIE;miechowski;Słaboszów;Nieszków;;36;50.3787663;20.2799981
OSP Tokarnia;MAŁOPOLSKIE;myślenicki;Tokarnia;Tokarnia;;619;50.7648231;20.4445747
OSP Podlesice;MAŁOPOLSKIE;miechowski;Charsznica;Podlesice;;-;50.5647678;19.534455
